quantity,average_selling_price,promotion_en_%,seller_id,product_id,variation_id,month,rating_avg,rating_count,review_count,stock,LAZ,SHP
80,489000,21.13,0,0,0,3,4.900000000000002,125.0,43.0,115.5,1,0
854,499000,19.52,0,0,0,6,4.847540983606608,126.0,44.0,106.09836065573771,1,0
42,508000,18.06,0,0,0,3,4.900000000000002,121.0,42.0,160.5,1,0
1200,529000,14.68,0,0,0,7,4.866666666666717,126.0,44.0,115.4,1,0
35,559000,9.84,0,0,0,4,4.900000000000002,119.0,40.0,160.0,1,0
144,589000,5.0,0,0,0,4,4.8999999999999915,123.0,43.0,158.5,1,0
45,620000,0.0,0,0,0,3,4.799999999999999,126.0,44.0,90.8,1,0
21,1058000,15.36,0,1,1,2,4.566666666666666,54.0,19.0,10.666666666666666,1,0
792,1059000,15.28,0,1,1,7,4.572222222222198,58.0,22.0,14.555555555555555,1,0
369,1129000,9.68,0,1,1,5,4.575609756097554,59.0,23.0,17.78048780487805,1,0
640,1189000,4.88,0,1,1,8,4.567499999999972,58.0,22.0,15.925,1,0
750,848000,17.67,0,6,6,5,4.660000000000014,121.0,37.0,19.6,1,0
608,929000,9.81,0,6,6,5,4.700000000000027,121.0,37.0,13.421052631578947,1,0
299,979000,4.95,0,6,6,6,4.678260869565237,121.0,37.0,17.652173913043477,1,0
143,198000,18.18,0,7,7,4,4.800000000000008,44.0,11.0,7.363636363636363,1,0
12,208000,14.05,0,7,7,1,4.8,44.0,11.0,7.333333333333333,1,0
36,209000,13.64,0,7,7,3,4.800000000000001,44.0,11.0,8.0,1,0
899,219000,9.5,0,7,7,7,4.799999999999971,44.0,11.0,4.967741935483871,1,0
465,229000,5.37,0,7,7,7,4.79999999999997,44.0,11.0,8.290322580645162,1,0
69,419000,19.42,0,8,8,3,4.799999999999998,138.0,38.0,27.333333333333332,1,0
58,428000,17.69,0,8,8,4,4.799999999999998,128.0,34.0,35.5,1,0
204,429000,17.5,0,8,8,3,4.800000000000007,145.0,41.0,20.416666666666668,1,0
68,439000,15.58,0,8,8,5,4.800000000000004,138.0,38.0,46.0,1,0
861,469000,9.81,0,8,8,6,4.8000000000000425,145.0,41.0,41.02439024390244,1,0
741,489000,5.96,0,8,8,6,4.800000000000044,145.0,41.0,42.666666666666664,1,0
143,198000,18.18,0,9,9,3,4.576923076923082,19.0,5.0,6.0,1,0
12,208000,14.05,0,9,9,1,4.675,16.0,4.0,9.5,1,0
40,209000,13.64,0,9,9,4,4.599999999999997,14.0,4.0,14.0,1,0
160,219000,9.5,0,9,9,4,4.565625000000006,19.0,5.0,5.5625,1,0
340,229000,5.37,0,9,9,5,4.6029411764705905,19.0,5.0,7.117647058823529,1,0
436,498000,17.69,0,10,10,4,4.75,185.0,53.0,69.75,1,0
195,499000,17.52,0,10,10,4,4.699999999999994,221.0,62.0,62.23076923076923,1,0
8,505000,16.53,0,10,10,1,4.7,215.0,60.0,77.5,1,0
204,509000,15.87,0,10,10,5,4.699999999999996,211.0,60.0,89.5,1,0
2886,539000,10.91,0,10,10,9,4.699999999999904,221.0,62.0,67.58974358974359,1,0
1680,569000,5.95,0,10,10,8,4.712499999999931,221.0,62.0,73.625,1,0
39,259000,19.06,0,11,11,3,4.466666666666667,252.0,123.0,65.0,1,0
840,268000,16.25,0,11,11,5,4.479999999999998,259.0,124.0,50.733333333333334,1,0
248,269000,15.94,0,11,11,6,4.5,251.0,123.0,112.5,1,0
3880,289000,9.69,0,11,11,10,4.497499999999997,262.0,124.0,56.325,1,0
2184,299000,6.56,0,11,11,10,4.482051282051272,262.0,124.0,57.87179487179487,1,0
12,205000,21.15,0,12,12,1,4.5,532.0,218.0,66.0,1,0
1534,209000,19.62,0,12,12,5,4.5,538.0,219.0,57.88135593220339,1,0
5250,219000,15.77,0,12,12,9,4.5,538.0,219.0,74.4,1,0
15,235000,9.62,0,12,12,3,4.5,483.0,206.0,247.0,1,0
343,249000,4.23,0,12,12,6,4.5,519.0,217.0,181.42857142857142,1,0
1100,260000,0.0,0,12,12,3,4.5,538.0,219.0,48.6,1,0
72,458000,16.73,0,14,14,4,4.700000000000001,48.0,15.0,13.666666666666666,1,0
18,459000,16.55,0,14,14,2,4.7,53.0,15.0,2.3333333333333335,1,0
7,468000,14.91,0,14,14,2,4.7,49.0,15.0,13.0,1,0
576,499000,9.27,0,14,14,8,4.700000000000017,54.0,15.0,7.5,1,0
285,519000,5.64,0,14,14,6,4.700000000000015,54.0,15.0,7.7368421052631575,1,0
15,369000,23.92,0,15,15,3,4.3,116.0,49.0,3.0,1,0
5,389000,19.79,0,15,15,1,4.3,121.0,51.0,0.8,1,0
57,395000,18.56,0,15,15,3,4.299999999999998,114.0,49.0,24.333333333333332,1,0
486,399000,17.73,0,15,15,5,4.299999999999984,121.0,51.0,23.88888888888889,1,0
156,449000,7.42,0,15,15,2,4.300000000000003,121.0,51.0,25.384615384615383,1,0
95,459000,5.36,0,15,15,5,4.300000000000006,114.0,49.0,22.0,1,0
930,198000,18.18,0,16,16,5,4.8266666666666485,123.0,33.0,57.733333333333334,1,0
81,208000,14.05,0,16,16,2,4.8,111.0,30.0,55.333333333333336,1,0
256,209000,13.64,0,16,16,6,4.800000000000007,109.0,30.0,94.75,1,0
2280,219000,9.5,0,16,16,8,4.837500000000046,124.0,33.0,61.825,1,0
1716,229000,5.37,0,16,16,8,4.83076923076929,124.0,33.0,57.1025641025641,1,0
93,488000,16.58,0,17,17,4,4.900000000000004,69.0,18.0,21.333333333333332,1,0
120,489000,16.41,0,17,17,3,4.899999999999994,81.0,20.0,25.333333333333332,1,0
54,498000,14.87,0,17,17,2,4.8999999999999995,81.0,20.0,17.0,1,0
76,499000,14.7,0,17,17,5,4.900000000000004,81.0,20.0,17.75,1,0
1520,529000,9.57,0,17,17,9,4.8999999999999675,81.0,20.0,20.85,1,0
880,559000,4.44,0,17,17,9,4.900000000000058,81.0,20.0,20.7,1,0
24,719000,18.76,0,20,20,1,4.299999999999999,43.0,18.0,7.333333333333333,1,0
2,738000,16.61,0,20,20,1,4.3,41.0,18.0,18.0,1,0
40,739000,16.5,0,20,20,1,4.300000000000002,43.0,18.0,10.45,1,0
48,749000,15.37,0,20,20,5,4.2666666666666675,41.0,18.0,13.5,1,0
160,799000,9.72,0,20,20,4,4.296874999999995,43.0,18.0,9.84375,1,0
36,839000,5.2,0,20,20,3,4.25,38.0,17.0,6.666666666666667,1,0
372,109000,24.83,0,21,21,5,4.6999999999999975,591.0,172.0,83.0,1,0
1170,115000,20.69,0,21,21,6,4.7000000000000295,608.0,175.0,59.733333333333334,1,0
504,119000,17.93,0,21,21,6,4.700000000000009,589.0,172.0,74.0,1,0
2400,125000,13.79,0,21,21,5,4.699999999999929,609.0,175.0,56.4,1,0
4641,129000,11.03,0,21,21,9,4.699999999999978,608.0,175.0,68.3076923076923,1,0
7,145000,0.0,0,21,21,1,4.7,608.0,175.0,50.57142857142857,1,0
11,235000,17.25,0,22,22,1,4.299999999999999,44.0,16.0,9.636363636363637,1,0
216,238000,16.2,0,22,22,4,4.316666666666672,41.0,16.0,11.333333333333334,1,0
84,239000,15.85,0,22,22,5,4.300000000000001,40.0,16.0,24.5,1,0
36,245000,13.73,0,22,22,1,4.299999999999999,44.0,16.0,8.083333333333334,1,0
114,259000,8.8,0,22,22,5,4.300000000000006,39.0,16.0,2.3333333333333335,1,0
300,269000,5.28,0,22,22,6,4.299999999999981,44.0,16.0,12.766666666666667,1,0
530,198000,18.18,0,24,24,3,4.879999999999994,89.0,20.0,22.7,1,0
57,208000,14.05,0,24,24,2,4.8999999999999995,84.0,19.0,20.0,1,0
72,209000,13.64,0,24,24,4,4.825000000000001,80.0,18.0,40.5,1,0
1736,219000,9.5,0,24,24,7,4.871428571428627,89.0,20.0,15.357142857142858,1,0
961,229000,5.37,0,24,24,7,4.877419354838754,89.0,20.0,18.193548387096776,1,0
24,439000,20.9,0,28,28,2,4.3999999999999995,68.0,23.0,20.0,1,0
225,450000,18.92,0,28,28,4,4.3866666666666605,71.0,24.0,19.666666666666668,1,0
68,459000,17.3,0,28,28,4,4.400000000000002,68.0,23.0,18.75,1,0
440,499000,10.09,0,28,28,5,4.400000000000002,71.0,24.0,13.425,1,0
680,529000,4.68,0,28,28,6,4.39250000000005,71.0,24.0,17.95,1,0
56,715000,15.88,0,29,29,2,4.8,47.0,21.0,3.0,1,0
608,719000,15.41,0,29,29,6,4.7999999999999705,51.0,23.0,18.42105263157895,1,0
407,729000,14.24,0,29,29,2,4.799999999999974,52.0,24.0,24.216216216216218,1,0
23,799000,6.0,0,29,29,1,4.799999999999998,51.0,23.0,21.608695652173914,1,0
88,809000,4.82,0,29,29,4,4.800000000000007,43.0,20.0,7.0,1,0
48,268000,18.79,0,30,30,3,4.800000000000001,76.0,24.0,45.666666666666664,1,0
96,269000,18.48,0,30,30,3,4.750000000000001,92.0,30.0,9.25,1,0
56,278000,15.76,0,30,30,2,4.7749999999999995,92.0,30.0,18.0,1,0
36,279000,15.45,0,30,30,4,4.700000000000002,91.0,29.0,10.0,1,0
231,289000,12.42,0,30,30,4,4.763636363636358,93.0,30.0,8.696969696969697,1,0
245,299000,9.39,0,30,30,8,4.700000000000013,88.0,29.0,28.714285714285715,1,0
858,309000,6.36,0,30,30,6,4.758974358974364,92.0,30.0,17.205128205128204,1,0
6,739000,24.97,0,31,31,1,4.5,121.0,44.0,33.0,1,0
1083,749000,23.96,0,31,31,3,4.5,124.0,44.0,90.12280701754386,1,0
9,790000,19.8,0,31,31,3,4.5,115.0,41.0,31.0,1,0
145,799000,18.88,0,31,31,3,4.5,123.0,44.0,51.93103448275862,1,0
3,879000,10.76,0,31,31,1,4.5,119.0,44.0,73.0,1,0
13,889000,9.75,0,31,31,4,4.5,113.0,41.0,32.0,1,0
33,939000,4.67,0,31,31,6,4.5,118.0,43.0,43.333333333333336,1,0
186,985000,0.0,0,31,31,2,4.5,123.0,44.0,37.333333333333336,1,0
61,369000,23.92,0,32,32,3,4.6000000000000005,337.0,141.0,37.0,1,0
84,388000,20.0,0,32,32,4,4.599999999999997,331.0,139.0,32.0,1,0
2419,389000,19.79,0,32,32,6,4.672881355932145,370.0,150.0,109.32203389830508,1,0
2340,399000,17.73,0,32,32,7,4.669999999999938,370.0,150.0,117.26666666666667,1,0
196,449000,7.42,0,32,32,4,4.61428571428572,342.0,142.0,29.857142857142858,1,0
260,485000,0.0,0,32,32,1,4.619999999999999,370.0,150.0,127.2,1,0
345,1088000,15.0,0,33,33,4,4.526666666666671,65.0,23.0,18.466666666666665,1,0
21,1118000,12.66,0,33,33,2,4.5,60.0,22.0,7.666666666666667,1,0
64,1119000,12.58,0,33,33,4,4.5,60.0,22.0,19.25,1,0
640,1179000,7.89,0,33,33,7,4.524999999999989,65.0,23.0,20.55,1,0
380,1249000,2.42,0,33,33,4,4.518421052631575,65.0,23.0,15.552631578947368,1,0
28,1148000,17.41,0,34,34,2,4.200000000000001,48.0,28.0,120.5,1,0
720,1159000,16.62,0,34,34,4,4.200000000000032,49.0,28.0,92.71666666666667,1,0
4,1179000,15.18,0,34,34,1,4.2,48.0,28.0,95.0,1,0
62,1199000,13.74,0,34,34,2,4.199999999999995,49.0,28.0,95.29032258064517,1,0
6,1319000,5.11,0,34,34,1,4.183333333333333,45.0,27.0,129.66666666666666,1,0
15,1390000,0.0,0,34,34,1,4.200000000000001,49.0,28.0,88.6,1,0
342,1459000,16.63,0,36,36,4,4.468421052631585,34.0,17.0,59.96491228070175,1,0
8,1488000,14.97,0,36,36,1,4.475,31.0,15.0,69.25,1,0
4,1489000,14.91,0,36,36,1,4.5,31.0,15.0,60.0,1,0
31,1499000,14.34,0,36,36,1,4.467741935483871,34.0,17.0,61.41935483870968,1,0
12,1659000,5.2,0,36,36,1,4.3999999999999995,29.0,14.0,99.0,1,0
20,1750000,0.0,0,36,36,1,4.5,34.0,17.0,56.2,1,0
4292,319000,19.24,0,38,38,8,4.596551724138077,294.0,119.0,173.5,1,0
51,328000,16.96,0,38,38,3,4.599999999999998,245.0,101.0,26.0,1,0
1054,329000,16.71,0,38,38,7,4.597058823529369,294.0,119.0,215.52941176470588,1,0
126,379000,4.05,0,38,38,5,4.600000000000008,248.0,102.0,24.285714285714285,1,0
890,395000,0.0,0,38,38,2,4.6,294.0,119.0,225.2,1,0
60,979000,17.73,0,39,39,1,4.700000000000001,26.0,9.0,2.75,1,0
612,999000,16.05,0,39,39,4,4.666666666666684,26.0,9.0,6.555555555555555,1,0
77,1009000,15.21,0,39,39,4,4.699999999999995,23.0,8.0,7.714285714285714,1,0
29,1099000,7.65,0,39,39,1,4.682758620689657,26.0,9.0,5.344827586206897,1,0
30,1129000,5.13,0,39,39,3,4.700000000000002,19.0,7.0,10.333333333333334,1,0
30,678000,35.24,0,42,42,2,4.8,134.0,47.0,0.0,1,0
11,779000,25.6,0,42,42,4,4.8,134.0,47.0,3.0,1,0
128,668000,17.02,0,61,61,5,5.0,26.0,5.0,18.0,1,0
62,669000,16.89,0,61,61,5,4.950000000000001,47.0,8.0,24.5,1,0
84,679000,15.65,0,61,61,4,4.900000000000003,45.0,8.0,38.5,1,0
1160,699000,13.17,0,61,61,4,4.937500000000022,51.0,8.0,40.075,1,0
936,759000,5.71,0,61,61,7,4.951282051282081,50.0,8.0,30.974358974358974,1,0
700,309000,42.99,0,64,64,4,4.900000000000004,615.0,178.0,89.5,1,0
35,314000,42.07,0,64,64,1,4.8999999999999995,602.0,174.0,100.0,1,0
2176,315000,41.88,0,64,64,6,4.900000000000009,645.0,187.0,242.875,1,0
13735,319000,41.14,0,64,64,10,4.899999999999801,647.0,188.0,167.3170731707317,1,0
48,329000,39.3,0,64,64,1,4.8999999999999995,615.0,178.0,180.5,1,0
3024,359000,33.76,0,64,64,8,4.899999999999866,646.0,187.0,208.23809523809524,1,0
164,1148000,20.28,0,66,66,4,4.899999999999997,69.0,18.0,25.5,1,0
377,1149000,20.21,0,66,66,4,4.899999999999988,84.0,24.0,24.615384615384617,1,0
33,1159000,19.51,0,66,66,3,4.8999999999999995,70.0,19.0,11.0,1,0
943,1169000,18.82,0,66,66,3,4.900000000000046,84.0,24.0,22.536585365853657,1,0
124,1179000,18.12,0,66,66,5,4.900000000000004,68.0,17.0,27.75,1,0
12,1249000,13.26,0,66,66,5,4.8999999999999995,53.0,11.0,35.0,1,0
861,1319000,8.4,0,66,66,7,4.900000000000061,84.0,24.0,21.463414634146343,1,0
36,1448000,44.84,0,67,67,3,4.9,44.0,10.0,23.0,1,0
16,1488000,43.31,0,67,67,2,4.9,44.0,10.0,14.0,1,0
78,1500000,42.86,0,67,67,1,4.900000000000003,45.0,11.0,1.0,1,0
9,1575000,40.0,0,67,67,1,4.8999999999999995,45.0,11.0,4.0,1,0
36,1659000,36.8,0,67,67,4,4.900000000000003,44.0,10.0,20.0,1,0
78,399000,20.99,0,68,68,2,4.933333333333333,35.0,10.0,5.333333333333333,1,0
72,409000,19.01,0,68,68,2,4.900000000000003,37.0,10.0,8.5,1,0
32,418000,17.23,0,68,68,2,5.0,26.0,9.0,5.0,1,0
108,426000,15.64,0,68,68,2,4.899999999999995,37.0,10.0,10.592592592592593,1,0
312,449000,11.09,0,68,68,5,4.900000000000006,37.0,10.0,7.923076923076923,1,0
48,479000,5.15,0,68,68,4,4.983333333333334,29.0,10.0,4.833333333333333,1,0
23,609000,46.9,0,75,75,1,4.7,230.0,70.0,77.0,1,0
123,615000,46.38,0,75,75,4,4.700000000000001,230.0,70.0,187.33333333333334,1,0
25,619000,46.03,0,75,75,2,4.7,225.0,68.0,94.0,1,0
387,620000,45.95,0,75,75,5,4.699999999999996,203.0,62.0,116.0,1,0
11407,639000,44.29,0,75,75,8,4.700000000000132,239.0,73.0,69.06557377049181,1,0
238,649000,43.42,0,75,75,4,4.699999999999996,219.0,66.0,126.0,1,0
1776,689000,39.93,0,75,75,7,4.699999999999927,237.0,72.0,79.54054054054055,1,0
48,618000,34.95,0,76,76,3,4.6,16.0,6.0,6.0,1,0
1365,629000,33.79,0,76,76,5,4.499999999999995,31.0,13.0,93.28205128205128,1,0
66,639000,32.74,0,76,76,3,4.533333333333332,21.0,8.0,154.16666666666666,1,0
72,679000,28.53,0,76,76,2,4.454166666666668,30.0,13.0,133.33333333333334,1,0
35,689000,27.47,0,76,76,3,4.599999999999999,17.0,7.0,6.857142857142857,1,0
15,379000,28.08,0,79,79,1,4.8,75.0,23.0,159.66666666666666,1,0
588,389000,26.19,0,79,79,2,4.800000000000002,77.0,24.0,108.16666666666667,1,0
946,399000,24.29,0,79,79,2,4.799999999999971,77.0,24.0,113.46511627906976,1,0
72,412000,21.82,0,79,79,4,4.800000000000003,62.0,20.0,278.0,1,0
48,439000,16.7,0,79,79,3,4.799999999999999,66.0,21.0,274.5,1,0
198,449000,14.8,0,79,79,2,4.800000000000008,77.0,24.0,115.0,1,0
2430,449000,19.1,0,80,80,4,4.800000000000097,119.0,34.0,150.8148148148148,1,0
66,458000,17.48,0,80,80,4,4.799999999999999,103.0,31.0,241.66666666666666,1,0
782,459000,17.3,0,80,80,7,4.799999999999969,119.0,34.0,152.44117647058823,1,0
33,499000,10.09,0,80,80,4,4.799999999999999,100.0,29.0,242.0,1,0
175,529000,4.68,0,80,80,5,4.800000000000008,107.0,32.0,212.8,1,0
279,555000,0.0,0,80,80,2,4.800000000000003,119.0,34.0,140.22222222222223,1,0
4009,439000,41.07,0,81,81,4,4.799999999999997,440.0,146.0,8.210526315789474,1,0
464,455000,38.93,0,81,81,4,4.800000000000007,422.0,140.0,55.5,1,0
71,459000,38.39,0,81,81,5,4.799999999999999,431.0,143.0,20.0,1,0
987,499000,33.02,0,81,81,6,4.799999999999984,440.0,146.0,22.38095238095238,1,0
16,328000,16.96,0,82,82,2,4.6000000000000005,29.0,9.0,1.0,1,0
12,338000,14.43,0,82,82,1,4.6,31.0,11.0,7.0,1,0
80,359000,9.11,0,82,82,3,4.5249999999999995,36.0,11.0,2.75,1,0
132,379000,4.05,0,82,82,2,4.5181818181818185,36.0,11.0,1.2727272727272727,1,0
2,438000,51.6,0,106,106,1,4.5,20.0,13.0,1.0,1,0
41,315000,29.21,0,114,114,2,4.8999999999999995,79.0,20.0,1.0,1,0
40,725000,47.46,0,115,115,1,4.9,59.0,15.0,256.0,1,0
10,739000,46.45,0,115,115,1,4.9,101.0,30.0,51.0,1,0
1750,749000,45.72,0,115,115,4,4.90000000000005,114.0,35.0,73.48,1,0
188,759000,45.0,0,115,115,4,4.900000000000001,95.0,28.0,72.75,1,0
364,760000,44.93,0,115,115,4,4.899999999999997,56.0,14.0,289.5,1,0
53,769000,44.28,0,115,115,1,4.8999999999999995,67.0,16.0,202.0,1,0
465,879000,36.3,0,115,115,4,4.900000000000025,112.0,34.0,121.93548387096774,1,0
369,389000,33.28,0,118,118,4,4.800000000000007,80.0,26.0,24.333333333333332,1,0
56,399000,31.56,0,118,118,6,4.799999999999999,77.0,26.0,22.0,1,0
90,449000,22.98,0,118,118,3,4.800000000000006,82.0,26.0,28.2,1,0
25,399000,33.94,0,119,119,2,5.0,70.0,22.0,3.0,1,0
216,418000,30.79,0,119,119,2,4.9750000000000005,64.0,20.0,80.0,1,0
150,479000,20.7,0,119,119,5,4.939999999999997,67.0,21.0,83.4,1,0
308,375000,35.79,0,120,120,4,4.900000000000004,100.0,25.0,214.0,1,0
354,379000,35.1,0,120,120,4,4.833333333333337,140.0,42.0,65.0,1,0
1344,389000,33.39,0,120,120,8,4.858333333333326,154.0,45.0,47.833333333333336,1,0
5060,399000,31.68,0,120,120,9,4.850000000000032,155.0,45.0,80.86363636363636,1,0
1365,449000,23.12,0,120,120,8,4.8410256410257,155.0,45.0,94.8974358974359,1,0
2,889000,43.59,0,123,123,1,4.8,146.0,50.0,0.0,1,0
24,909000,42.32,0,123,123,1,4.799999999999999,146.0,50.0,1.0,1,0
4,785000,21.42,0,126,126,1,5.0,4.0,1.0,1.0,1,0
14,795000,20.42,0,126,126,3,5.0,4.0,1.0,3.0,1,0
220,869000,13.01,0,126,126,1,4.498181818181812,28.0,15.0,82.81818181818181,1,0
4,889000,11.01,0,126,126,1,4.9,8.0,3.0,211.75,1,0
33,919000,8.01,0,126,126,1,4.593939393939396,28.0,15.0,97.27272727272727,1,0
70,765000,22.34,0,128,128,3,4.900000000000001,13.0,3.0,4.0,1,0
17,839000,14.82,0,128,128,2,4.8999999999999995,13.0,3.0,0.0,1,0
20,939000,4.67,0,128,128,3,4.900000000000001,15.0,4.0,2.4,1,0
13,729000,27.03,0,129,129,2,4.5,23.0,6.0,0.0,1,0
1,741000,25.83,0,129,129,1,4.4,23.0,6.0,1.0,1,0
25,785000,38.67,0,131,131,1,4.8,106.0,49.0,0.0,1,0
2,839000,34.45,0,131,131,1,4.8,106.0,49.0,0.0,1,0
18,909000,28.98,0,131,131,2,4.799999999999999,106.0,49.0,0.0,1,0
7,1499000,43.6,0,133,133,3,5.0,4.0,1.0,0.0,1,0
3,1596000,39.95,0,133,133,1,5.0,4.0,1.0,1.0,1,0
18,389000,42.28,0,135,135,1,5.0,7.0,2.0,1.0,1,0
442,399000,40.8,0,135,135,2,5.0,7.0,2.0,2.9411764705882355,1,0
28,1479000,33.02,0,137,137,2,4.599999999999998,5.0,2.0,3.5,1,0
16,1499000,32.11,0,137,137,3,4.700000000000001,6.0,3.0,0.5,1,0
12,1546000,29.98,0,137,137,1,4.6000000000000005,6.0,3.0,3.5,1,0
52,1455000,25.27,0,138,138,2,5.0,7.0,1.0,15.846153846153847,1,0
4,1488000,23.57,0,138,138,1,5.0,5.0,0.0,13.0,1,0
205,1500000,22.96,0,138,138,3,5.0,7.0,1.0,18.804878048780488,1,0
64,1575000,19.11,0,138,138,1,5.0,7.0,1.0,18.09375,1,0
65,639000,38.85,0,139,139,2,4.799999999999999,52.0,10.0,166.2,1,0
96,644000,38.37,0,139,139,4,4.6999999999999975,7.0,4.0,290.25,1,0
3968,649000,37.89,0,139,139,6,4.816129032258136,78.0,15.0,107.96774193548387,1,0
198,489000,49.54,0,140,140,2,4.900000000000001,63.0,19.0,27.0,1,0
4,509000,47.47,0,140,140,1,4.9,63.0,19.0,18.25,1,0
315,519000,46.44,0,140,140,3,4.899999999999993,63.0,19.0,49.55555555555556,1,0
1620,529000,45.41,0,140,140,3,4.900000000000022,63.0,19.0,36.2,1,0
384,599000,38.18,0,140,140,4,4.908333333333331,63.0,19.0,52.75,1,0
42,489000,42.27,0,141,141,1,4.933333333333334,47.0,15.0,245.66666666666666,1,0
3472,499000,41.09,0,141,141,6,4.894642857142874,85.0,31.0,139.625,1,0
1155,539000,36.36,0,141,141,5,4.906060606060654,84.0,31.0,173.6969696969697,1,0
12,549000,35.18,0,141,141,1,5.0,3.0,2.0,306.0,1,0
78,569000,32.82,0,141,141,3,5.0,12.0,5.0,319.5,1,0
24,620000,26.8,0,141,141,1,4.8999999999999995,31.0,11.0,44.5,1,0
56,699000,41.56,0,142,142,2,5.0,12.0,4.0,22.0,1,0
32,799000,33.19,0,142,142,1,4.9,23.0,6.0,54.0,1,0
99,569000,49.56,0,143,143,2,5.0,42.0,14.0,6.0,1,0
84,599000,46.9,0,143,143,3,5.0,29.0,12.0,64.5,1,0
58,609000,46.01,0,143,143,3,4.8999999999999995,59.0,20.0,28.0,1,0
144,629000,44.24,0,143,143,3,4.949999999999998,66.0,23.0,23.0,1,0
20,725000,47.27,0,144,144,1,4.9,28.0,13.0,853.0,1,0
4,729000,46.98,0,144,144,1,4.8,83.0,29.0,240.0,1,0
4240,739000,46.25,0,144,144,5,4.6475000000000275,124.0,47.0,243.775,1,0
4,759000,44.8,0,144,144,1,4.8,81.0,29.0,9.75,1,0
96,765000,44.36,0,144,144,3,4.900000000000002,25.0,12.0,755.6666666666666,1,0
116,779000,43.35,0,144,144,2,4.696551724137932,123.0,47.0,159.20689655172413,1,0
40,839000,38.98,0,144,144,2,5.0,22.0,10.0,758.0,1,0
18,909000,33.89,0,144,144,2,4.900000000000001,28.0,13.0,728.1666666666666,1,0
612,409000,44.5,0,147,147,3,4.933333333333331,54.0,14.0,64.22222222222223,1,0
658,439000,40.43,0,147,147,2,4.821428571428561,57.0,15.0,25.0,1,0
180,469000,36.36,0,147,147,2,4.905555555555551,55.0,14.0,33.77777777777778,1,0
35,369000,44.09,0,148,148,2,3.4,13.0,5.0,137.2,1,0
8,379000,42.58,0,148,148,1,4.3,13.0,5.0,102.5,1,0
697,405000,38.64,0,148,148,4,4.299999999999974,13.0,5.0,99.90243902439025,1,0
555,419000,36.52,0,148,148,2,4.197297297297304,13.0,5.0,114.24324324324324,1,0
12,369000,44.09,0,149,149,1,4.266666666666667,8.0,3.0,173.0,1,0
3,379000,42.58,0,149,149,1,4.766666666666667,8.0,3.0,99.0,1,0
144,399000,39.55,0,149,149,1,4.724999999999999,9.0,3.0,101.5625,1,0
574,405000,38.64,0,149,149,2,4.741463414634152,9.0,3.0,100.1951219512195,1,0
148,419000,36.52,0,149,149,2,4.748648648648648,9.0,3.0,112.78378378378379,1,0
36,439000,50.0,0,150,150,1,5.0,20.0,5.0,907.0,1,0
936,449000,48.86,0,150,150,2,5.0,53.0,16.0,545.0,1,0
1,509000,42.03,0,150,150,1,5.0,31.0,8.0,866.0,1,0
33,449000,50.0,0,150,150,1,4.900000000000002,118.0,35.0,50.27272727272727,1,0
10,439000,51.17,0,150,150,1,4.9,75.0,23.0,331.5,1,0
76,449000,50.06,0,150,150,1,4.90526315789474,106.0,31.0,335.42105263157896,1,0
4,459000,48.94,0,150,150,1,4.9,73.0,22.0,365.0,1,0
672,469000,47.83,0,150,150,2,4.917857142857137,112.0,33.0,338.42857142857144,1,0
84,535000,40.49,0,150,150,1,4.8999999999999995,63.0,19.0,54.5,1,0
7,729000,38.74,0,151,151,1,4.9,17.0,8.0,201.0,1,0
1176,749000,37.06,0,151,151,4,4.91250000000005,21.0,10.0,199.98214285714286,1,0
4,759000,36.22,0,151,151,1,4.9,17.0,8.0,203.25,1,0
19,769000,35.38,0,151,151,1,4.9,10.0,5.0,352.0,1,0
2,835000,48.27,0,152,152,1,5.0,12.0,4.0,12.0,1,0
5,839000,48.02,0,152,152,1,5.0,26.0,9.0,2.0,1,0
1353,899000,44.3,0,152,152,4,5.0,26.0,9.0,19.060606060606062,1,0
242,999000,38.1,0,152,152,4,5.0,26.0,9.0,21.636363636363637,1,0
1080,1399000,34.53,0,153,153,3,4.561666666666664,4.0,1.0,78.2,1,0
245,1499000,29.85,0,153,153,2,4.482857142857142,4.0,1.0,80.28571428571429,1,0
2,1599000,25.18,0,153,153,1,4.0,1.0,0.0,13.0,1,0
121,709000,50.38,0,154,154,1,4.9,31.0,7.0,27.0,1,0
324,779000,45.49,0,154,154,3,4.900000000000003,23.0,6.0,221.75,1,0
1,889000,37.79,0,154,154,1,4.9,61.0,16.0,7.0,1,0
78,909000,36.39,0,154,154,2,4.916666666666669,55.0,14.0,192.66666666666666,1,0
4416,209000,40.29,0,155,155,4,4.903125000000024,65.0,17.0,45.8125,1,0
8,219000,37.43,0,155,155,1,4.9,57.0,14.0,3.25,1,0
460,239000,31.71,0,155,155,4,4.89130434782608,65.0,17.0,52.869565217391305,1,0
132,779000,34.26,0,156,156,2,4.975,52.0,17.0,134.0,1,0
25,909000,23.29,0,156,156,2,4.960000000000001,66.0,25.0,148.8,1,0
64,309000,20.77,0,157,157,2,5.0,4.0,3.0,128.6875,1,0
460,319000,18.21,0,157,157,2,5.0,4.0,3.0,127.5,1,0
108,349000,10.51,0,157,157,2,5.0,4.0,3.0,129.80555555555554,1,0
10,649000,43.42,0,158,158,1,4.6,15.0,7.0,0.0,1,0
2,689000,39.93,0,158,158,1,4.75,13.0,7.0,9.0,1,0
